country,indicator,value,year
South Africa,totalSupply,122272.03899999992,2023
South Africa,totalSupply,39930.50600000001,2024
South Korea,totalSupply,15622,2017
South Korea,totalSupply,29324,2018
South Korea,totalSupply,32322.399999999983,2019
South Korea,totalSupply,31786.600000000006,2020
South Korea,totalSupply,42494.400000000074,2021
South Korea,totalSupply,33102.08399999979,2022
South Korea,totalSupply,9739.669000000004,2023
South Korea,totalSupply,2065.4699999999984,2024
South Sudan,totalSupply,142.7999999999999,2019
South Sudan,totalSupply,23.632000000000012,2022
South Sudan,totalSupply,20.736000000000015,2023
South Sudan,totalSupply,4.8000000000000025,2024
Spain,totalSupply,283591,2017
Spain,totalSupply,644457,2018
Spain,totalSupply,517855.20000000007,2019
Spain,totalSupply,712032.4000000001,2020
Spain,totalSupply,643880.8000000009,2021
Spain,totalSupply,691979.122,2022
Spain,totalSupply,315129.8540000001,2023
Spain,totalSupply,63623.048,2024
Sri Lanka,totalSupply,301303,2017
Sri Lanka,totalSupply,777976,2018
Sri Lanka,totalSupply,1037152.6000000001,2019
Sri Lanka,totalSupply,1690225.9999999995,2020
Sri Lanka,totalSupply,1552788.9999999995,2021
Sri Lanka,totalSupply,1713852.225,2022
Sri Lanka,totalSupply,1250113.8699999999,2023
Sri Lanka,totalSupply,342404.269,2024
St. Kitts,totalSupply,417.4000000000003,2019
St. Kitts,totalSupply,617.3999999999999,2020
St. Kitts,totalSupply,1037.8000000000022,2021
St. Kitts,totalSupply,2196.416000000004,2022
St. Kitts,totalSupply,202.97500000000002,2023
St. Lucia,totalSupply,2261.999999999999,2019
St. Lucia,totalSupply,7295.399999999982,2020
St. Lucia,totalSupply,8630.399999999996,2021
St. Lucia,totalSupply,10177.124999999998,2022
St. Lucia,totalSupply,3613.3079999999986,2023
St. Lucia,totalSupply,991.577,2024
Sudan,totalSupply,9.600000000000003,2019
Sudan,totalSupply,2491.2000000000007,2020
Sudan,totalSupply,1274.8000000000004,2021
Sudan,totalSupply,101.05599999999986,2022
Sudan,totalSupply,284.3519999999997,2023
Sudan,totalSupply,119.42399999999995,2024
Suriname,totalSupply,3120,2017
Suriname,totalSupply,379,2018
Suriname,totalSupply,447.59999999999997,2019
Suriname,totalSupply,3553.5999999999917,2020
Suriname,totalSupply,204.8000000000001,2021
Suriname,totalSupply,7.392000000000005,2022
Suriname,totalSupply,571.5479999999999,2023
Suriname,totalSupply,119.79599999999999,2024
Swaziland,totalSupply,5450,2018
Swaziland,totalSupply,3205.6,2019
Swaziland,totalSupply,3904.0000000000005,2020
Swaziland,totalSupply,4569.6,2021
Swaziland,totalSupply,1689.2880000000132,2022
Swaziland,totalSupply,254.30400000000006,2023
Swaziland,totalSupply,71.23200000000001,2024
Sweden,totalSupply,116336,2017
Sweden,totalSupply,196700,2018
Sweden,totalSupply,158935.3999999999,2019
Sweden,totalSupply,223213.19999999995,2020
Sweden,totalSupply,311213.8,2021
Sweden,totalSupply,214039.41699999987,2022
Sweden,totalSupply,62354.32700000003,2023
Sweden,totalSupply,19164.168000000005,2024
Switzerland,totalSupply,33023,2017
Switzerland,totalSupply,92957,2018
Switzerland,totalSupply,51097.80000000012,2019
Switzerland,totalSupply,77011.99999999988,2020
Switzerland,totalSupply,26953.199999999964,2021
Switzerland,totalSupply,46299.02799999993,2022
Switzerland,totalSupply,42600.86300000004,2023
Switzerland,totalSupply,5909.7660000000005,2024
Syrian Arab Republic,totalSupply,1838.4000000000008,2020
Syrian Arab Republic,totalSupply,2293.5999999999985,2021
Syrian Arab Republic,totalSupply,2657.6800000000103,2022
Syrian Arab Republic,totalSupply,210.6239999999998,2023
Syrian Arab Republic,totalSupply,65.37600000000002,2024
Taiwan,totalSupply,9099,2017
Taiwan,totalSupply,48361,2018
Taiwan,totalSupply,16881.8,2019
Taiwan,totalSupply,51680.8,2020
Taiwan,totalSupply,102448.8,2021
Taiwan,totalSupply,120744.67799999994,2022
Taiwan,totalSupply,41084.73599999997,2023
Taiwan,totalSupply,2971.716000000003,2024
Tajikistan,totalSupply,2800,2018
Tajikistan,totalSupply,1679,2019
Tajikistan,totalSupply,4014.000000000001,2020
Tajikistan,totalSupply,16984,2021
Tajikistan,totalSupply,38027.46399999993,2022
Tajikistan,totalSupply,22912.609,2023
Tajikistan,totalSupply,10737.437999999998,2024
Tanzania,totalSupply,861,2017
Tanzania,totalSupply,4403,2018
Tanzania,totalSupply,3280,2019
Tanzania,totalSupply,21161.199999999997,2020
Tanzania,totalSupply,21594.000000000073,2021
Tanzania,totalSupply,11987.097999999996,2022
Tanzania,totalSupply,7142.333999999988,2023
Tanzania,totalSupply,3660.3779999999983,2024
Thailand,totalSupply,68292,2017
Thailand,totalSupply,290462,2018
Thailand,totalSupply,163890.09999999998,2019
Thailand,totalSupply,129760.80000000005,2020
Thailand,totalSupply,133959.40000000008,2021
Thailand,totalSupply,130024.82199999987,2022
Thailand,totalSupply,90490.082,2023
Thailand,totalSupply,17362.258,2024
Togo,totalSupply,168,2019
Togo,totalSupply,12085.2,2020
Togo,totalSupply,15980.8,2021
Togo,totalSupply,237.046,2022
Togo,totalSupply,451.7759999999999,2023
Togo,totalSupply,212.11199999999997,2024
Trinidad and Tobago,totalSupply,24121,2017
Trinidad and Tobago,totalSupply,50702,2018
Trinidad and Tobago,totalSupply,24869.500000000047,2019
Trinidad and Tobago,totalSupply,12067.199999999992,2020
Trinidad and Tobago,totalSupply,67207.19999999995,2021
Trinidad and Tobago,totalSupply,84453.90399999995,2022
Trinidad and Tobago,totalSupply,35389.70000000004,2023
Trinidad and Tobago,totalSupply,3541.2240000000024,2024
Tunisia,totalSupply,64339,2017
Tunisia,totalSupply,142441,2018
Tunisia,totalSupply,127629.39999999997,2019
Tunisia,totalSupply,194641.39999999997,2020
Tunisia,totalSupply,216894.20000000024,2021
Tunisia,totalSupply,233706.03000000012,2022
Tunisia,totalSupply,180837.1279999999,2023
Tunisia,totalSupply,42211.509000000005,2024
Turkey,totalSupply,119958,2017
Turkey,totalSupply,313416,2018
Turkey,totalSupply,789532.2000000003,2019
Turkey,totalSupply,1249437.6000000013,2020
Turkey,totalSupply,1085681.2000000002,2021
Turkey,totalSupply,1024374.4180000003,2022
Turkey,totalSupply,744706.9680000007,2023
Turkey,totalSupply,195177.01600000006,2024
Turkmenistan,totalSupply,2648,2019
Turkmenistan,totalSupply,1287.6000000000008,2020
Turkmenistan,totalSupply,705.6,2021
Turkmenistan,totalSupply,325.75200000000007,2022
Turkmenistan,totalSupply,2960.082000000006,2023
Turkmenistan,totalSupply,3.63,2024
Turks and Caicos Islands,totalSupply,7.200000000000002,2019
Turks and Caicos Islands,totalSupply,3.9999999999999996,2020
Uganda,totalSupply,5362,2017
Uganda,totalSupply,36559,2018
Uganda,totalSupply,10321.8,2019
Uganda,totalSupply,36770.40000000001,2020
Uganda,totalSupply,23201.199999999993,2021
Uganda,totalSupply,6087.306000000006,2022
Uganda,totalSupply,8429.305000000011,2023
Uganda,totalSupply,2198.945999999999,2024
Ukraine,totalSupply,517456,2017
Ukraine,totalSupply,1078076,2018
Ukraine,totalSupply,1908320.9999999995,2019
Ukraine,totalSupply,3389502.3999999994,2020
Ukraine,totalSupply,3954345.999999999,2021
Ukraine,totalSupply,5830244.157999998,2022
Ukraine,totalSupply,1986862.095999997,2023
Ukraine,totalSupply,377451.281,2024
United Arab Emirates,totalSupply,158433,2017
United Arab Emirates,totalSupply,444787,2018
United Arab Emirates,totalSupply,488194.49999999977,2019
United Arab Emirates,totalSupply,463839.5999999999,2020
United Arab Emirates,totalSupply,401370.40000000026,2021
United Arab Emirates,totalSupply,295994.79399999994,2022
United Arab Emirates,totalSupply,212434.59400000004,2023
United Arab Emirates,totalSupply,61591.19200000002,2024
United Kingdom,totalSupply,2514594,2017
United Kingdom,totalSupply,2116903,2018
United Kingdom,totalSupply,3518557.799999999,2019
United Kingdom,totalSupply,6259536.6,2020
United Kingdom,totalSupply,6404167.199999997,2021
United Kingdom,totalSupply,4521040.222999998,2022
United Kingdom,totalSupply,1868929.7210000004,2023
United Kingdom,totalSupply,526134.787,2024
United States,totalSupply,3391811,2017
United States,totalSupply,5715474,2018
United States,totalSupply,7997638.5,2019
United States,totalSupply,7319127.2,2020
United States,totalSupply,5406994.399999998,2021
United States,totalSupply,6790349.929999998,2022
United States,totalSupply,3187730.925000001,2023
United States,totalSupply,893707.4279999998,2024
Unknown,totalSupply,448,2022
Unknown,totalSupply,1971.0900000000008,2023
Uruguay,totalSupply,18639,2017
Uruguay,totalSupply,43688,2018
Uruguay,totalSupply,58119.0000000001,2019
Uruguay,totalSupply,55493.19999999991,2020
Uruguay,totalSupply,138866.00000000012,2021
Uruguay,totalSupply,130500.29000000023,2022
Uruguay,totalSupply,150702.98100000012,2023
Uruguay,totalSupply,49637.937000000005,2024
Uzbekistan,totalSupply,8147,2017
Uzbekistan,totalSupply,6865,2018
Uzbekistan,totalSupply,8363.79999999999,2019
Uzbekistan,totalSupply,37998.40000000004,2020
Uzbekistan,totalSupply,16221,2021
Uzbekistan,totalSupply,54509.73999999999,2022
Uzbekistan,totalSupply,77940.32400000002,2023
Uzbekistan,totalSupply,11831.055999999988,2024
Venezuela,totalSupply,156544,2017
Venezuela,totalSupply,346984,2018
Venezuela,totalSupply,927375.4000000004,2019
Venezuela,totalSupply,1092593.2000000002,2020
Venezuela,totalSupply,1496607.799999999,2021
Venezuela,totalSupply,1977613.8020000034,2022
Venezuela,totalSupply,1491403.166000001,2023
Venezuela,totalSupply,382011.536,2024
Vietnam,totalSupply,146834,2017
Vietnam,totalSupply,278115,2018
Vietnam,totalSupply,1207059.599999999,2019
Vietnam,totalSupply,1302948.6000000003,2020
Vietnam,totalSupply,1417867.8000000066,2021
Vietnam,totalSupply,1881288.7429999986,2022
Vietnam,totalSupply,1165709.902000001,2023
Vietnam,totalSupply,346498.41,2024
Virgin Islands U.S.,totalSupply,122.03999999999982,2023
Virgin Islands U.S.,totalSupply,1.6320000000000003,2024
Vologda,totalSupply,675.8399999999998,2023
Yemen,totalSupply,49,2017
Yemen,totalSupply,7535.200000000006,2019
Yemen,totalSupply,1288,2020
Yemen,totalSupply,552,2021
Yemen,totalSupply,1902.0000000000011,2022
Yemen,totalSupply,8925.28200000001,2023
Yemen,totalSupply,389.2679999999999,2024
Zambia,totalSupply,880,2018
Zambia,totalSupply,4876.2,2019
Zambia,totalSupply,40040.399999999994,2020
Zambia,totalSupply,26764.79999999999,2021
Zambia,totalSupply,15160.967999999992,2022
Zambia,totalSupply,4260.822000000008,2023
Zambia,totalSupply,2232.3840000000023,2024
Zimbabwe,totalSupply,10446,2017
Zimbabwe,totalSupply,12832,2018
Zimbabwe,totalSupply,69651.70000000003,2019
Zimbabwe,totalSupply,97722.8000000003,2020
Zimbabwe,totalSupply,79088.19999999994,2021
Zimbabwe,totalSupply,95088.55199999992,2022
Zimbabwe,totalSupply,54211.853999999956,2023
Zimbabwe,totalSupply,22171.203,2024
Afghanistan,adjIncome,16826000217,2016
Afghanistan,adjIncome,17751891427,2017
Afghanistan,adjIncome,17143221811,2018
Afghanistan,adjIncome,17731939791,2019
Afghanistan,adjIncome,18585819843,2020
Afghanistan,adjIncomeCapita,485.7922294,2016
Afghanistan,adjIncomeCapita,498.0412212,2017
Afghanistan,adjIncomeCapita,467.2860344,2018
Afghanistan,adjIncomeCapita,469.4777601,2019
Afghanistan,adjIncomeCapita,476.8990597,2020
Afghanistan,commExports,67.5983275,2016
Afghanistan,commExports,69.96851938,2017
Afghanistan,commExports,70.83195567,2018
Afghanistan,commExports,71.92168484,2019
Afghanistan,commExports,78.02862504,2020
Afghanistan,serviceICTExportsPercent,14.93428558,2016
Afghanistan,serviceICTExportsPercent,15.66422612,2017
Afghanistan,serviceICTExportsPercent,9.977593685,2018
Afghanistan,serviceICTExportsPercent,8.244545757,2019
Afghanistan,serviceICTExportsPercent,7.82851624,2020
Afghanistan,commExports,77926450.18,2016
Afghanistan,commExports,57790520.19,2017
Afghanistan,commExports,73258421.6,2018
Afghanistan,commExports,53748200.21,2019
Afghanistan,commExports,54766062.19,2020
Afghanistan,serviceICTExports,521795634.3,2016
Afghanistan,serviceICTExports,368933133,2017
Afghanistan,serviceICTExports,734229353.4,2018
Afghanistan,serviceICTExports,651924336.4,2019
Afghanistan,serviceICTExports,699571419.6,2020
Afghanistan,totalUnemployment,10.092,2016
Afghanistan,totalUnemployment,11.18,2017
Afghanistan,totalUnemployment,11.131,2018
Afghanistan,totalUnemployment,11.082,2019
Afghanistan,totalUnemployment,11.71,2020
Afghanistan,totalWageSalWorkers,13.21703985,2016
Afghanistan,totalWageSalWorkers,13.90484908,2017
Afghanistan,totalWageSalWorkers,14.638503,2018
Afghanistan,totalWageSalWorkers,15.55775403,2019
Afghanistan,totalWageSalWorkers,15.66604291,2020
Albania,adjIncome,9972441814,2016
Albania,adjIncome,10717903288,2017
Albania,adjIncome,12442708488,2018
Albania,adjIncome,12449979124,2019
Albania,adjIncome,12266743274,2020
Albania,adjIncomeCapita,3467.34757,2016
Albania,adjIncomeCapita,3729.968219,2017
Albania,adjIncomeCapita,4340.919854,2018
Albania,adjIncomeCapita,4361.999293,2019
Albania,adjIncomeCapita,4322.549675,2020
Albania,commExports,28.1417285,2016
Albania,commExports,31.5255115,2017
Albania,commExports,30.75579483,2018
Albania,commExports,31.18888766,2019
Albania,commExports,46.82928185,2020
Albania,serviceICTExportsPercent,4.747782035,2016
Albania,serviceICTExportsPercent,3.04447549,2017
Albania,serviceICTExportsPercent,2.229919108,2018
Albania,serviceICTExportsPercent,2.837922362,2019
Albania,serviceICTExportsPercent,3.236211812,2020
Albania,commExports,125847930.3,2016
Albania,commExports,98718673.09,2017
Albania,commExports,80746258.8,2018
Albania,commExports,108058262.4,2019
Albania,commExports,82596607.79,2020
Albania,serviceICTExports,2650667814,2016
Albania,serviceICTExports,3242551087,2017
Albania,serviceICTExports,3621039818,2018
Albania,serviceICTExports,3807653931,2019
Albania,serviceICTExports,2552262107,2020
Albania,totalUnemployment,15.42,2016
Albania,totalUnemployment,13.62,2017
Albania,totalUnemployment,12.3,2018
Albania,totalUnemployment,11.47,2019
Albania,totalUnemployment,12.833,2020
Albania,totalWageSalWorkers,41.39577626,2016
Albania,totalWageSalWorkers,42.88730392,2017
Albania,totalWageSalWorkers,44.51912025,2018
Albania,totalWageSalWorkers,45.73177224,2019
Albania,totalWageSalWorkers,45.92539573,2020
Algeria,adjIncome,133029000000,2016
Algeria,adjIncome,137393000000,2017
Algeria,adjIncome,134855000000,2018
Algeria,adjIncome,134134000000,2019
Algeria,adjIncome,118468000000,2020
Algeria,adjIncomeCapita,3297.743306,2016
Algeria,adjIncomeCapita,3339.934931,2017
Algeria,adjIncomeCapita,3216.434855,2018
Algeria,adjIncomeCapita,3140.907179,2019
Algeria,adjIncomeCapita,2726.422747,2020
Algeria,commExports,63.40168024,2016
Algeria,commExports,62.33131688,2017
Algeria,commExports,63.36280944,2018
Algeria,commExports,64.76223634,2019
Algeria,commExports,72.53098057,2020
Algeria,serviceICTExportsPercent,5.621506287,2016
Algeria,serviceICTExportsPercent,5.061555118,2017
Algeria,serviceICTExportsPercent,4.046779506,2018
Algeria,serviceICTExportsPercent,2.802594459,2019
Algeria,serviceICTExportsPercent,2.480723448,2020
Algeria,commExports,192812901.3,2016
Algeria,commExports,157476432.8,2017
Algeria,commExports,132078821.9,2018
Algeria,commExports,90765792.34,2019
Algeria,commExports,74097259.43,2020
Algeria,serviceICTExports,3429915247,2016
Algeria,serviceICTExports,3111226276,2017
Algeria,serviceICTExports,3263800801,2018
Algeria,serviceICTExports,3238634546,2019
Algeria,serviceICTExports,2986921395,2020
Algeria,totalUnemployment,10.2,2016
Algeria,totalUnemployment,12,2017
Algeria,totalUnemployment,12.145,2018
Algeria,totalUnemployment,12.275,2019
Algeria,totalUnemployment,14.036,2020
Algeria,totalWageSalWorkers,69.07819482,2016
Algeria,totalWageSalWorkers,69.31889674,2017
Algeria,totalWageSalWorkers,69.46523785,2018
Algeria,totalWageSalWorkers,69.34387346,2019
Algeria,totalWageSalWorkers,68.66862419,2020
American Samoa,adjIncome,NA,2016
American Samoa,adjIncome,NA,2017
American Samoa,adjIncome,NA,2018
American Samoa,adjIncome,NA,2019
American Samoa,adjIncome,NA,2020
American Samoa,adjIncomeCapita,NA,2016
American Samoa,adjIncomeCapita,NA,2017
American Samoa,adjIncomeCapita,NA,2018
American Samoa,adjIncomeCapita,NA,2019
American Samoa,adjIncomeCapita,NA,2020
American Samoa,commExports,NA,2016
American Samoa,commExports,NA,2017
American Samoa,commExports,NA,2018
American Samoa,commExports,NA,2019
American Samoa,commExports,NA,2020
American Samoa,serviceICTExportsPercent,NA,2016
American Samoa,serviceICTExportsPercent,NA,2017
American Samoa,serviceICTExportsPercent,NA,2018
American Samoa,serviceICTExportsPercent,NA,2019
American Samoa,serviceICTExportsPercent,NA,2020
American Samoa,commExports,NA,2016
American Samoa,commExports,NA,2017
American Samoa,commExports,NA,2018
American Samoa,commExports,NA,2019
American Samoa,commExports,NA,2020
American Samoa,serviceICTExports,NA,2016
American Samoa,serviceICTExports,NA,2017
American Samoa,serviceICTExports,NA,2018
American Samoa,serviceICTExports,NA,2019
American Samoa,serviceICTExports,NA,2020
American Samoa,totalUnemployment,NA,2016
American Samoa,totalUnemployment,NA,2017
American Samoa,totalUnemployment,NA,2018
American Samoa,totalUnemployment,NA,2019
American Samoa,totalUnemployment,NA,2020
American Samoa,totalWageSalWorkers,NA,2016
American Samoa,totalWageSalWorkers,NA,2017
American Samoa,totalWageSalWorkers,NA,2018
American Samoa,totalWageSalWorkers,NA,2019
American Samoa,totalWageSalWorkers,NA,2020
Andorra,adjIncome,NA,2016
Andorra,adjIncome,NA,2017
Andorra,adjIncome,NA,2018
Andorra,adjIncome,NA,2019
Andorra,adjIncome,NA,2020
Andorra,adjIncomeCapita,NA,2016
Andorra,adjIncomeCapita,NA,2017
Andorra,adjIncomeCapita,NA,2018
Andorra,adjIncomeCapita,NA,2019
Andorra,adjIncomeCapita,NA,2020
Andorra,commExports,NA,2016
Andorra,commExports,NA,2017
Andorra,commExports,NA,2018
Andorra,commExports,9.059735411,2019
Andorra,commExports,13.50040863,2020
Andorra,serviceICTExportsPercent,NA,2016
Andorra,serviceICTExportsPercent,NA,2017
Andorra,serviceICTExportsPercent,NA,2018
Andorra,serviceICTExportsPercent,3.569621264,2019
Andorra,serviceICTExportsPercent,5.159725274,2020
Andorra,commExports,NA,2016
Andorra,commExports,NA,2017
Andorra,commExports,NA,2018
Andorra,commExports,78707564.38,2019
Andorra,commExports,86293356.8,2020
Andorra,serviceICTExports,NA,2016
Andorra,serviceICTExports,NA,2017
Andorra,serviceICTExports,NA,2018
Andorra,serviceICTExports,2204927598,2019
Andorra,serviceICTExports,1672440919,2020
Andorra,totalUnemployment,NA,2016
Andorra,totalUnemployment,NA,2017
Andorra,totalUnemployment,NA,2018
Andorra,totalUnemployment,NA,2019
Andorra,totalUnemployment,NA,2020
Andorra,totalWageSalWorkers,NA,2016
Andorra,totalWageSalWorkers,NA,2017
Andorra,totalWageSalWorkers,NA,2018
